time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,f_mhz,scenario,provider,timestamp,enodeb,drive_id
79.76,1547801854,519.85,51.513593,7.472865,125.08,4.66,-1.87,2.92,1,-89,-6,32,10,36,8,13175310,203,7,0.1,53.33,33,2630,urban,vodafone,2019-01-18T08:57:34Z,51466,24
90.37,1547801859,581.57,51.51406,7.472842,136.3,7.26,0.91,1.4,1,-102,-9,11,11,40,5,14345741,400,8,9,17.37,56,2680,urban,o2,2019-01-18T08:57:39Z,56038,24
90.53,1547801863,573.69,51.514001,7.472883,132.14,6.75,0.68,2.28,1,-90,-6,25,11,47,10,29398276,358,8,7,10.62,38,2650,urban,tmobile,2019-01-18T08:57:43Z,114837,24
89.74,1547801865,564.81,51.514037,7.472913,121.77,6.66,0.55,1.59,1,-88,-7,8,8,38,4,13175310,203,8,9,79.73,31,2630,urban,vodafone,2019-01-18T08:57:45Z,51466,24
100.39,1547801869,622.77,51.514452,7.472907,137.4,8.82,1.2,4.6,1,-96,-8,18,12,45,5,14345741,400,9,4,14.98,47,2680,urban,o2,2019-01-18T08:57:49Z,56038,24
100.56,1547801873,613.76,51.514382,7.472937,132,7.52,2.34,5.57,1,-92,-6,19,11,43,10,29398276,358,9,4,9.28,52,2650,urban,tmobile,2019-01-18T08:57:53Z,114837,24
99.78,1547801875,604.92,51.514412,7.472899,129.52,7.48,1.99,5.45,1,-87,-7,24,10,38,4,13175310,203,9,0.5,20.3,32,2630,urban,vodafone,2019-01-18T08:57:55Z,51466,24
110.37,1547801880,742.08,51.515541,7.472859,139.76,12.26,-1.13,341.11,1,-101,-10,16,9,41,5,14345741,400,10,1,6.35,47,2680,urban,o2,2019-01-18T08:58:00Z,56038,24
110.47,1547801883,729.3,51.51546,7.472956,136.41,14,1.1,353.8,1,-91,-6,19,11,45,10,29398276,358,10,5,17.17,37,2650,urban,tmobile,2019-01-18T08:58:03Z,114837,24
110.14,1547801885,732.97,51.515582,7.472889,131.49,13.3,-0.05,349.95,1,-85,-10,6,15,45,4,13175310,203,10,0.1,13.33,27,2630,urban,vodafone,2019-01-18T08:58:05Z,51466,24
120.39,1547801890,879.18,51.516514,7.471577,133.86,14.18,-0.18,299.61,1,-104,-12,10,12,40,5,14345741,400,11,7,10.62,56,2680,urban,o2,2019-01-18T08:58:10Z,56038,24
120.47,1547801894,866.26,51.516451000000004,7.471802,136.02,14.22,-0.17,299.67,1,-96,-8,14,12,41,10,29398276,358,11,7,19.61,35,2650,urban,tmobile,2019-01-18T08:58:14Z,114837,24
119.78,1547801895,856.71,51.516581,7.471663,148.82,14.69,-0.17,313.97,1,-81,-7,19,11,48,3,13175311,202,11,2,59.48,45,2630,urban,vodafone,2019-01-18T08:58:15Z,51466,24
130.32,1547801900,1024.7,51.516984,7.469688,127.54,10.34,-1.41,290.39,1,-109,-9,5,5,31,5,14345741,400,12,1,4.89,81,2680,urban,o2,2019-01-18T08:58:20Z,56038,24
130.51,1547801904,1014.05,51.516951,7.469835,127.16,11.04,-3.25,290.31,1,-90,-7,9,10,47,10,29398276,358,12,9,18.24,37,2650,urban,tmobile,2019-01-18T08:58:24Z,114837,24
129.74,1547801905,1005.51,51.516944,7.469839,140.7,11.71,-2.33,289.79,1,-94,-7,10,7,31,3,13175311,202,12,0.1,13.33,32,2630,urban,vodafone,2019-01-18T08:58:25Z,51466,24
140.41,1547801910,1147.68,51.517361,7.467922,125.48,15.82,0.12,292.29,1,-89,-17,-6,3,53,6,14343450,127,13,5,1.1,57,1845,urban,o2,2019-01-18T08:58:30Z,56029,24
140.54,1547801914,1131.57,51.517297,7.468161,125.79,15.49,0.37,291.75,1,-92,-7,20,15,44,10,29398276,358,13,2,8.95,59,2650,urban,tmobile,2019-01-18T08:58:34Z,114837,24
139.75,1547801915,1124.65,51.517306,7.468178,129.71,15.7,0.57,292.24,1,-87,-8,-4,6,44,3,13530893,347,13,2,37.47,32,2630,urban,vodafone,2019-01-18T08:58:35Z,52855,24
150.76,1547801920,1294.89,51.517836,7.466009,126.85,13.31,-0.43,283.86,1,-77,-11,11,11,59,7,14343451,128,14,9,2.48,230,1845,urban,o2,2019-01-18T08:58:40Z,56029,24
150.53,1547801923,1279.47,51.517804,7.466199,125.04,13.37,-0.61,285.4,1,-98,-8,8,7,40,10,29398276,358,14,3,11.05,37,2650,urban,tmobile,2019-01-18T08:58:43Z,114837,24
151.36,1547801926,1299.71,51.517878,7.465828,129.58,12.93,-0.17,282.94,1,-79,-5,19,12,47,2,13530894,345,14,6,11.92,89,2630,urban,vodafone,2019-01-18T08:58:46Z,52855,24
161.21,1547801930,1433.89,51.517784,7.463973,135.02,13.26,0.4,257.41,1,-66,-11,17,11,63,7,14343451,128,15,3,2.22,563,1845,urban,o2,2019-01-18T08:58:50Z,56029,24
160.52,1547801933,1406.84,51.517826,7.464338,127.52,12.64,-0.16,262.67,1,-89,-8,1,6,49,13,26796291,24,15,9,20.74,38,2650,urban,tmobile,2019-01-18T08:58:53Z,104673,24
160.52,1547801936,1409.99,51.517814,7.464172,132.02,12.8,0.01,259.62,1,-99,-16,-11,2,50,11,13175306,68,15,0.5,15.15,68,2630,urban,vodafone,2019-01-18T08:58:56Z,51466,24
170.45,1547801940,1555.51,51.5174,7.462307,131.99,13.45,0.09,247.97,1,-84,-18,1,3,60,2,13402395,348,16,5,5.11,151,1845,urban,o2,2019-01-18T08:59:00Z,52353,24
170.49,1547801943,1539.93,51.517506,7.462426,130.1,13.48,0.85,252.61,1,-86,-6,8,10,49,13,26796291,24,16,1,7.51,39,2650,urban,tmobile,2019-01-18T08:59:03Z,104673,24
169.79,1547801944,1530.83,51.517477,7.462488,130.18,13.55,0.71,248.37,1,-87,-9,20,11,39,8,13406216,217,16,10,26.85,33,1865,urban,vodafone,2019-01-18T08:59:04Z,52368,24
180.36,1547801950,1695.09,51.516943,7.460431,131.88,14.81,0.66,253.21,1,-63,-11,9,9,63,2,13402395,348,17,5,10.16,46,1845,urban,o2,2019-01-18T08:59:10Z,52353,24
180.57,1547801953,1678.25,51.517027,7.460616,131.08,14.39,0.78,253.52,1,-84,-7,13,1,53,7,26378754,443,17,0.1,4.23,54,2650,urban,tmobile,2019-01-18T08:59:13Z,103042,24
180.7,1547801955,1686.03,51.517025,7.460381,127.96,14.85,0.2,252.12,1,-79,-8,7,10,43,6,13406216,217,17,7,18.77,71,1865,urban,vodafone,2019-01-18T08:59:15Z,52368,24
190.39,1547801960,1845.12,51.516614,7.458352,132.34,15.14,-0.37,258.37,1,-72,-6,-1,9,61,2,13402395,348,18,8,9.73,48,1845,urban,o2,2019-01-18T08:59:20Z,52353,24
190.49,1547801963,1826.92,51.516651,7.45854,127.37,15.35,-0.29,259.67,1,-77,-6,10,15,57,7,26378754,443,18,4,12.56,57,2650,urban,tmobile,2019-01-18T08:59:23Z,103042,24
189.76,1547801965,1820.33,51.516674,7.458581,128.98,15.32,-0.1,258.54,1,-83,-7,-3,8,40,5,13406216,217,18,0.1,12.5,33,1865,urban,vodafone,2019-01-18T08:59:25Z,52368,24
200.39,1547801970,1946.88,51.516422,7.456986,133.38,2.46,-0.59,254.54,1,-81,-6,15,11,56,5,12899854,16,19,8,14.18,49,2680,urban,o2,2019-01-18T08:59:30Z,50390,24
200.5,1547801973,1939.33,51.516418,7.456981,131.1,2.33,-2.14,254.94,1,-87,-7,9,5,51,10,27029251,331,19,0.1,4.85,46,2650,urban,tmobile,2019-01-18T08:59:33Z,105583,24
200.92,1547801976,1935.85,51.51643,7.457004,144.53,1.99,-0.68,249.57,1,-87,-7,-13,7,39,6,13530638,105,19,1,29.2,40,2630,urban,vodafone,2019-01-18T08:59:36Z,52854,24
210.4,1547801979,1950.38,51.516418,7.456969,133.42,0,0,254.54,1,-87,-7,14,11,52,5,12899854,16,20,0.1,6.3,53,2680,urban,o2,2019-01-18T08:59:39Z,50390,24
210.49,1547801983,1944.56,51.516388,7.456891,131.07,0,0,223.17,1,-86,-6,19,8,51,10,27029251,331,20,0.1,3.33,37,2650,urban,tmobile,2019-01-18T08:59:43Z,105583,24
209.74,1547801985,1939.14,51.516426,7.456985,144.2,0,0,252.55,1,-69,-6,22,15,58,4,13406209,460,20,2,39.51,36,860,urban,vodafone,2019-01-18T08:59:45Z,52368,24
220.38,1547801989,2002.9,51.516112,7.455891,131.13,11.42,0.13,238.14,1,-78,-8,11,12,62,5,12899854,16,21,2,7.75,47,2680,urban,o2,2019-01-18T08:59:49Z,50390,24
220.48,1547801993,1993.39,51.516157,7.456113,129.77,12.07,1.1,238.73,1,-86,-6,4,9,50,2,26378754,331,21,4,15.52,67,2650,urban,tmobile,2019-01-18T08:59:53Z,103042,24
219.78,1547801995,1983.09,51.516194,7.456082,129.94,11.26,0.58,240.51,1,-71,-7,17,11,55,4,13406209,460,21,0.1,19.51,36,860,urban,vodafone,2019-01-18T08:59:55Z,52368,24
230.42,1547802000,2123.35,51.515173,7.455127,137.72,12.51,0.48,180.22,1,-78,-6,21,15,61,3,13404431,488,22,10,18.93,53,2680,urban,o2,2019-01-18T09:00:00Z,52361,24
230.5,1547802003,2108.88,51.51529,7.455095,132.28,12.05,-0.63,181.88,1,-80,-7,13,12,57,2,26796291,24,22,3,16.18,38,2650,urban,tmobile,2019-01-18T09:00:03Z,104673,24
229.76,1547802005,2099.03,51.515279,7.455113,135.62,11.94,-1.09,178.32,1,-76,-7,13,15,51,4,13406209,460,22,3,48.98,35,860,urban,vodafone,2019-01-18T09:00:05Z,52368,24
240.4,1547802009,2261.61,51.513883,7.455465,143.94,13.77,0.28,170.68,1,-75,-7,6,8,63,3,13404431,488,23,2,7.67,54,2680,urban,o2,2019-01-18T09:00:09Z,52361,24
240.47,1547802013,2246.82,51.514027,7.455428,140.22,13.88,0.45,171.88,1,-69,-7,22,12,63,2,26796291,24,23,6,15.66,39,2650,urban,tmobile,2019-01-18T09:00:13Z,104673,24
239.77,1547802015,2234.92,51.514026,7.455416,141.26,14,0.91,171.96,1,-85,-8,14,15,42,4,13406209,460,23,9,44.01,35,860,urban,vodafone,2019-01-18T09:00:15Z,52368,24
250.38,1547802020,2400.75,51.512862,7.456665,141.59,14.82,0.13,126.5,1,-78,-8,5,6,62,1,13404429,486,24,7,17.06,44,2680,urban,o2,2019-01-18T09:00:20Z,52361,24
250.48,1547802023,2382.53,51.512903,7.456466,143.28,14.59,0.56,132.57,1,-88,-10,4,8,52,1,26796290,25,24,10,38.54,39,2650,urban,tmobile,2019-01-18T09:00:23Z,104673,24
249.74,1547802025,2373.43,51.512967,7.456442,145.15,13.99,0.47,130.62,1,-100,-11,3,7,33,4,13406209,460,24,6,9.49,71,860,urban,vodafone,2019-01-18T09:00:25Z,52368,24
260.36,1547802030,2554.08,51.512044,7.458498,145.3,15.39,0.28,126.72,1,-80,-11,27,15,63,1,13404429,486,25,3,10.34,88,2680,urban,o2,2019-01-18T09:00:30Z,52361,24
260.54,1547802033,2534.71,51.5121,7.458319,142.71,15.29,0.05,125.57,1,-88,-7,12,15,51,2,26378755,441,25,0.5,8.25,53,2650,urban,tmobile,2019-01-18T09:00:33Z,103042,24
259.78,1547802035,2519.98,51.512147,7.458337,143.65,14.45,1.7,126.1,1,-99,-13,-3,6,33,7,13830146,487,25,0.5,15.09,34,860,urban,vodafone,2019-01-18T09:00:35Z,54024,24
270.37,1547802040,2701.03,51.511216,7.460158,145.07,14.02,-0.82,130.96,1,-89,-9,11,8,52,1,13404429,486,26,4,9.69,48,2680,urban,o2,2019-01-18T09:00:40Z,52361,24
270.5,1547802043,2683.87,51.511301,7.460023,144.72,12.51,-1.86,128.13,1,-90,-7,10,11,48,2,26378755,441,26,2,13.4,35,2650,urban,tmobile,2019-01-18T09:00:43Z,103042,24
269.74,1547802045,2667.58,51.51135,7.460072,146.46,15.12,0.83,129.59,1,-94,-9,0,8,35,6,13830146,487,26,8,26.28,66,860,urban,vodafone,2019-01-18T09:00:45Z,54024,24
280.4,1547802050,2837.57,51.510366,7.461588,144.08,7.11,-1.98,133.42,1,-84,-10,11,12,58,2,13403661,21,27,4,0.98,154,2680,urban,o2,2019-01-18T09:00:50Z,52358,24
280.49,1547802053,2825.01,51.510406,7.461578,145.2,8.68,-2.86,134.37,1,-85,-7,13,14,53,2,26378755,441,27,5,15.95,59,2650,urban,tmobile,2019-01-18T09:00:53Z,103042,24
279.73,1547802055,2810.35,51.51044,7.461595,145.49,9.53,-2.6,131.95,1,-93,-11,3,9,39,5,13830145,486,27,0.1,8.08,50,860,urban,vodafone,2019-01-18T09:00:55Z,54024,24
290.47,1547802063,2851.87,51.510268,7.461836,144.21,0,0,130.92,1,-90,-9,11,9,50,2,26378755,441,28,0.1,3.6,115,2650,urban,tmobile,2019-01-18T09:01:03Z,103042,24
289.74,1547802065,2838.93,51.510287,7.461872,146.64,0,0,128.88,1,-91,-12,8,8,43,5,13830145,486,28,4,34.04,39,860,urban,vodafone,2019-01-18T09:01:05Z,54024,24
300.5,1547802074,2899.58,51.509989,7.462641,135.93,10.99,0.83,113.68,1,-84,-7,12,12,53,4,27299332,326,29,6,16.37,39,2650,urban,tmobile,2019-01-18T09:01:14Z,106638,24
299.77,1547802075,2891.64,51.509984,7.462709,149.92,9.49,-0.58,112.82,1,-75,-6,13,12,50,5,13830145,486,29,9,32.26,93,860,urban,vodafone,2019-01-18T09:01:15Z,54024,24
310.56,1547802083,2984.96,51.509879,7.463953,149.67,7.85,0.94,98.8,1,-83,-6,19,11,54,4,27299332,326,30,7,8.88,42,2650,urban,tmobile,2019-01-18T09:01:23Z,106638,24
309.74,1547802085,2972.54,51.509833,7.463986,149.36,6.71,0.75,98.84,1,-99,-12,1,6,33,5,13830145,486,30,4,21.18,31,860,urban,vodafone,2019-01-18T09:01:25Z,54024,24
10,1547802113,126.92,51.510073,7.469461,145.82,14.45,-0.16,59.51,1,-86,-9,-4,2,56,2,13403661,21,0,9,8.1,110,2680,urban,o2,2019-01-18T09:01:53Z,52358,24
10.42,1547802117,126.06,51.510073,7.469475,147.74,14.2,-0.26,60.24,1,-96,-13,5,2,45,7,26379013,199,0,1,5.67,48,2650,urban,tmobile,2019-01-18T09:01:57Z,103043,24
10.22,1547802119,128.7,51.51015,7.469633,148.4,14.24,-0.17,59.89,1,-100,-10,5,6,26,7,12902921,323,0,10,25.92,32,1865,urban,vodafone,2019-01-18T09:01:59Z,50402,24
19.78,1547802122,255.13,51.510766,7.470921,144.05,14.31,0.26,46.09,1,-101,-11,6,7,42,5,14345743,399,1,8,20.48,39,2680,urban,o2,2019-01-18T09:02:02Z,56038,24
20.31,1547802127,267.97,51.510886,7.471046,143.91,14.64,0.53,44,1,-89,-6,23,12,47,4,27256325,372,1,7,23.17,48,2650,urban,tmobile,2019-01-18T09:02:07Z,106470,24
21.45,1547802130,284.56,51.511115,7.471324,145.15,14.82,-0.52,41.57,1,-110,-10,5,8,17,7,12902921,323,1,0.1,50,36,1865,urban,vodafone,2019-01-18T09:02:10Z,50402,24
29.78,1547802133,403,51.511841,7.472236,139.35,15.22,0.35,38.27,1,-93,-6,17,10,45,5,14345743,399,2,6,16.71,50,2680,urban,o2,2019-01-18T09:02:13Z,56038,24
30.44,1547802138,416.05,51.51193,7.472357,139.89,14.44,-0.39,38.91,1,-85,-6,13,15,51,4,27256325,372,2,1,9.17,48,2650,urban,tmobile,2019-01-18T09:02:18Z,106470,24
30.23,1547802139,415.33,51.512076,7.472493,138.34,13.26,-0.36,39.44,1,-91,-9,10,9,36,7,13175298,60,2,7,24.7,30,860,urban,vodafone,2019-01-18T09:02:19Z,51466,24
39.8,1547802142,538.63,51.512934,7.472842,138.36,13.22,-0.36,5.7,1,-93,-7,11,13,46,5,14345743,399,3,5,10,52,2680,urban,o2,2019-01-18T09:02:22Z,56038,24
40.32,1547802148,550.64,51.513065,7.472863,139.07,13.85,0.15,5.06,1,-91,-6,16,10,44,4,27256325,372,3,4,6.45,37,2650,urban,tmobile,2019-01-18T09:02:28Z,106470,24
40.24,1547802149,547.61,51.513203,7.472864,134.69,13.88,0.09,4.56,1,-90,-9,5,9,37,7,13175298,60,3,8,34.45,26,860,urban,vodafone,2019-01-18T09:02:29Z,51466,24
49.77,1547802153,669.1,51.514117,7.472906,139.62,12.01,0.25,1.66,1,-96,-12,9,13,48,6,14345741,400,4,0.5,8.2,47,2680,urban,o2,2019-01-18T09:02:33Z,56038,24
50.34,1547802157,681.58,51.514243,7.472895,138.18,12.55,0.26,2.72,1,-91,-6,22,15,45,10,29398276,358,4,5,12.37,38,2650,urban,tmobile,2019-01-18T09:02:37Z,114837,24
50.22,1547802159,676.11,51.514363,7.472903,139.09,12.16,-0.34,2.36,1,-79,-10,11,12,52,7,13175298,60,4,4,38.23,30,860,urban,vodafone,2019-01-18T09:02:39Z,51466,24
59.83,1547802163,792.2,51.515236,7.472982,135.64,11.77,-0.3,359.29,1,-100,-8,3,7,40,6,14345741,400,5,3,15.54,39,2680,urban,o2,2019-01-18T09:02:43Z,56038,24
60.36,1547802167,804.42,51.515342,7.472947,138.88,12.1,0.18,356.8,1,-92,-6,17,12,44,10,29398276,358,5,5,16.31,39,2650,urban,tmobile,2019-01-18T09:02:47Z,114837,24
60.23,1547802169,797.73,51.515468,7.472916,136.22,13.5,1.41,353.51,1,-69,-7,18,15,58,7,13175298,60,5,0.1,5.71,99,860,urban,vodafone,2019-01-18T09:02:49Z,51466,24
69.8,1547802173,924.42,51.516318,7.47214,130.98,13.64,0.34,317.22,1,-104,-8,10,13,35,6,14345741,400,6,6,15.24,54,2680,urban,o2,2019-01-18T09:02:53Z,56038,24
70.35,1547802178,936.38,51.516379,7.471998,133.43,13.66,0.7,304.25,1,-95,-7,12,10,42,10,29398276,358,6,9,15.09,122,2650,urban,tmobile,2019-01-18T09:02:58Z,114837,24
70.25,1547802179,931.86,51.516458,7.471823,131.07,14.07,1.29,309.27,1,-86,-16,-4,5,49,7,13175298,60,6,5,22.47,28,860,urban,vodafone,2019-01-18T09:02:59Z,51466,24
79.82,1547802183,1063.8,51.516851,7.470343,131.59,12.84,-0.18,293.96,1,-107,-10,10,6,35,6,14345741,400,7,6,8.51,57,2680,urban,o2,2019-01-18T09:03:03Z,56038,24
80.36,1547802188,1074.62,51.516892,7.470169,128.48,12.36,-0.51,291.86,1,-91,-6,12,11,45,10,29398276,358,7,5,13.85,78,2650,urban,tmobile,2019-01-18T09:03:08Z,114837,24
80.22,1547802189,1069.12,51.516906,7.469997,127.23,11.18,-1.45,278.63,1,-84,-11,1,8,47,4,13175299,62,7,9,51.76,31,860,urban,vodafone,2019-01-18T09:03:09Z,51466,24
89.82,1547802193,1140.65,51.517036,7.469332,131.94,0,0,280.99,1,-111,-9,2,6,30,6,14345741,400,8,2,4.72,58,2680,urban,o2,2019-01-18T09:03:13Z,56038,24
90.34,1547802197,1139.04,51.517032,7.469335,128.88,0,0,293.04,1,-93,-5,14,11,42,12,27256325,372,8,6,12.04,36,2650,urban,tmobile,2019-01-18T09:03:17Z,106470,24
90.25,1547802199,1121.04,51.517,7.469327,127.4,0,0,286.62,1,-102,-11,3,6,28,5,13530894,345,8,6,27.49,30,2630,urban,vodafone,2019-01-18T09:03:19Z,52855,24
99.82,1547802203,1140.65,51.517036,7.469332,131.6,0,0,280.99,1,-110,-9,2,6,31,6,14345741,400,9,4,6.75,57,2680,urban,o2,2019-01-18T09:03:23Z,56038,24
100.31,1547802207,1139.04,51.517032,7.469335,128.58,0,0,293.04,1,-94,-6,6,11,43,12,27256325,372,9,4,13.17,39,2650,urban,tmobile,2019-01-18T09:03:27Z,106470,24
100.23,1547802209,1121.04,51.517,7.469327,127.33,0,0,286.62,1,-102,-12,2,7,28,5,13530894,345,9,9,22.54,29,2630,urban,vodafone,2019-01-18T09:03:29Z,52855,24
109.82,1547802212,1140.65,51.517036,7.469332,131.26,0,0,280.99,1,-110,-9,4,8,31,6,14345741,400,10,0.5,4.15,56,2680,urban,o2,2019-01-18T09:03:32Z,56038,24
110.33,1547802217,1139.04,51.517032,7.469335,128.36,0,0,293.04,1,-94,-5,10,10,42,12,27256325,372,10,1,7.41,37,2650,urban,tmobile,2019-01-18T09:03:37Z,106470,24
110.23,1547802219,1121.04,51.517,7.469327,127.11,0,0,286.62,1,-100,-10,4,9,29,5,13530894,345,10,4,25.48,29,2630,urban,vodafone,2019-01-18T09:03:39Z,52855,24
119.83,1547802223,1140.65,51.517036,7.469332,131.15,0,0,280.99,1,-110,-12,3,7,35,6,14345741,400,11,8,7.38,54,2680,urban,o2,2019-01-18T09:03:43Z,56038,24
120.34,1547802227,1139.04,51.517032,7.469335,128.25,0,0,293.04,1,-93,-5,16,11,43,12,27256325,372,11,4,14.97,36,2650,urban,tmobile,2019-01-18T09:03:47Z,106470,24
120.21,1547802229,1121.04,51.517,7.469327,126.79,0,0,286.62,1,-101,-11,2,9,29,5,13530894,345,11,7,23.28,27,2630,urban,vodafone,2019-01-18T09:03:49Z,52855,24
129.83,1547802233,1140.65,51.517036,7.469332,131.03,0,0,280.99,1,-110,-13,2,7,35,6,14345741,400,12,6,8.95,49,2680,urban,o2,2019-01-18T09:03:53Z,56038,24
130.33,1547802237,1139.04,51.517032,7.469335,128.18,0,0,293.04,1,-94,-6,14,8,42,12,27256325,372,12,7,24.12,37,2650,urban,tmobile,2019-01-18T09:03:57Z,106470,24
130.26,1547802239,1121.04,51.517,7.469327,126.49,0,0,286.62,1,-100,-11,4,9,29,5,13530894,345,12,6,21.08,30,2630,urban,vodafone,2019-01-18T09:03:59Z,52855,24
139.78,1547802243,1140.65,51.517036,7.469332,130.91,0,0,280.99,1,-112,-10,3,9,31,6,14345741,400,13,0.1,3.36,59,2680,urban,o2,2019-01-18T09:04:03Z,56038,24
140.34,1547802247,1139.04,51.517032,7.469335,128.26,0,0,293.04,1,-94,-6,15,9,42,12,27256325,372,13,8,15.23,37,2650,urban,tmobile,2019-01-18T09:04:07Z,106470,24
140.27,1547802249,1121.04,51.517,7.469327,126.27,0,0,286.62,1,-100,-11,4,8,31,5,13530894,345,13,5,22.65,28,2630,urban,vodafone,2019-01-18T09:04:09Z,52855,24
149.78,1547802253,1202.45,51.517265,7.468197,122.34,15.56,0.74,292.4,1,-87,-14,-1,7,52,5,14343451,128,14,4,1.24,67,1845,urban,o2,2019-01-18T09:04:13Z,56029,24
150.32,1547802257,1215.53,51.517325,7.467928,129.17,15.22,-0.2,292.29,1,-92,-6,23,10,45,9,29398276,358,14,5,13.25,37,2650,urban,tmobile,2019-01-18T09:04:17Z,114837,24
150.27,1547802259,1214.01,51.517386,7.467786,126.85,15.62,0.23,294.37,1,-92,-14,2,10,41,5,13530894,345,14,3,33.99,28,2630,urban,vodafone,2019-01-18T09:04:19Z,52855,24
161.39,1547802265,1384.4,51.517846,7.465758,127.52,10.6,-2.09,280.84,1,-77,-11,13,6,60,5,14343451,128,15,9,2.45,338,1845,urban,o2,2019-01-18T09:04:25Z,56029,24
160.32,1547802267,1368.9,51.517833,7.465962,127.02,12.84,-1.76,282.56,1,-92,-7,4,6,45,11,26376708,470,15,0.5,8.26,33,2650,urban,tmobile,2019-01-18T09:04:27Z,103034,24
160.24,1547802269,1365.28,51.517861,7.465753,128.06,10.65,-1.61,280.51,1,-79,-6,8,12,46,3,13530894,345,15,6,44.28,32,2630,urban,vodafone,2019-01-18T09:04:29Z,52855,24
174.1,1547802277,1418.73,51.517864,7.465367,128.22,0,0,275.04,1,-73,-12,8,12,62,5,14343451,128,16,0.1,0.13,1102,1845,urban,o2,2019-01-18T09:04:37Z,56029,24
170.31,1547802278,1416.08,51.517867,7.465367,127.65,0,0,274.99,1,-95,-8,14,6,43,11,26376708,470,16,5,22.06,37,2650,urban,tmobile,2019-01-18T09:04:38Z,103034,24
170.26,1547802279,1399.53,51.517865,7.465338,128.94,0,0,272.75,1,-85,-8,13,10,42,3,13530894,345,16,1,44.94,27,2630,urban,vodafone,2019-01-18T09:04:39Z,52855,24
180.73,1547802283,1418.73,51.517842,7.465222,128.89,3.75,0,268.23,1,-70,-12,10,11,63,5,14343451,128,17,1,0.9,1230,1845,urban,o2,2019-01-18T09:04:43Z,56029,24
180.35,1547802287,1416.08,51.517867,7.465367,128.52,0,0,270.76,1,-95,-9,22,7,43,11,26376708,470,17,10,14.77,37,2650,urban,tmobile,2019-01-18T09:04:47Z,103034,24
180.26,1547802289,1406.34,51.517857,7.465129,132.47,4.35,0.55,267.87,1,-83,-7,13,15,43,3,13530894,345,17,6,62.58,33,2630,urban,vodafone,2019-01-18T09:04:49Z,52855,24
190.88,1547802294,1491.49,51.51776,7.464149,127.83,9.64,0.35,257.58,1,-65,-12,16,11,63,5,14343451,128,18,9,1.84,659,1845,urban,o2,2019-01-18T09:04:54Z,56029,24
190.33,1547802297,1484.57,51.517758,7.464161,128.32,9.93,0.38,256.01,1,-90,-8,10,7,49,13,26796291,24,18,1,15.53,39,2650,urban,tmobile,2019-01-18T09:04:57Z,104673,24
190.27,1547802299,1484.44,51.517749,7.463991,130.52,10.13,0.16,255.6,1,-82,-6,14,12,44,3,13530894,345,18,6,56.07,31,2630,urban,vodafone,2019-01-18T09:04:59Z,52855,24
200.42,1547802303,1594.51,51.51744,7.462694,128.55,11.11,0.06,247.68,1,-77,-11,-6,6,60,1,13402395,348,19,6,5.96,421,1845,urban,o2,2019-01-18T09:05:03Z,52353,24
200.31,1547802308,1588.77,51.517448,7.462731,130.44,11.07,0,248.55,1,-84,-7,2,6,54,7,26378754,443,19,1,8.64,38,2650,urban,tmobile,2019-01-18T09:05:08Z,103042,24
200.22,1547802309,1590.32,51.517417,7.462554,130.45,11.6,0.39,247.38,1,-80,-7,11,15,47,3,13530894,345,19,1,36.2,29,2630,urban,vodafone,2019-01-18T09:05:09Z,52855,24
210.05,1547802313,1713.83,51.517069,7.46111,132.51,11.72,-0.32,253.72,1,-71,-12,6,8,63,1,13402395,348,20,3,1.01,551,1845,urban,o2,2019-01-18T09:05:13Z,52353,24
210.36,1547802318,1709.35,51.517088,7.461092,130.9,11.65,-0.41,252.1,1,-87,-6,17,10,49,7,26378754,443,20,5,14,74,2650,urban,tmobile,2019-01-18T09:05:18Z,103042,24
210.21,1547802319,1711.81,51.517138,7.460855,129.22,11.62,0.25,251.68,1,-86,-7,8,15,39,3,13530894,345,20,4,14.49,37,2630,urban,vodafone,2019-01-18T09:05:19Z,52855,24
220.35,1547802327,1833.41,51.516746,7.459324,128.22,13.34,-0.05,256.62,1,-78,-6,21,15,58,7,26378754,443,21,0.5,8.99,54,2650,urban,tmobile,2019-01-18T09:05:27Z,103042,24
225.03,1547802328,1904.18,51.516627,7.458459,128.49,12.37,-0.03,257.77,1,-77,-13,4,8,60,1,13402395,348,21,4,5,5569,1845,urban,o2,2019-01-18T09:05:28Z,52353,24
220.73,1547802329,1839.12,51.51676,7.45913,134.15,13.04,-0.39,256.94,1,-87,-7,4,8,39,5,13530638,105,21,0.1,17.39,36,2630,urban,vodafone,2019-01-18T09:05:29Z,52854,24
230.56,1547802333,1961.66,51.516523,7.457649,129.8,9.44,-0.85,256.68,1,-75,-12,-2,6,62,1,13402395,348,22,4,10.5,165,1845,urban,o2,2019-01-18T09:05:33Z,52353,24
230.32,1547802337,1954.2,51.516528,7.457632,130.16,9.19,-0.98,257.97,1,-87,-7,10,12,49,7,26378754,443,22,7,16.28,37,2650,urban,tmobile,2019-01-18T09:05:37Z,103042,24
230.24,1547802339,1956.11,51.516517,7.45751,133.5,7.78,-1.73,256.64,1,-78,-9,7,7,53,4,13406209,460,22,10,47.68,43,860,urban,vodafone,2019-01-18T09:05:39Z,52368,24
